Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Profit,Estimated Cost,Profit Margin %,ROI_Factor,Ship Delay,Shipping Class,Order Year,Order Month,Order Day,Sales_Performance,Is_Profitable
1105,CA-2017-112340,2017-10-21,2017-10-27,Standard Class,NM-18520,Neoma Murray,Consumer,United States,Riverside,California,92503,West,OFF-PA-10001892,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 X 5-3/4",22.92,6.876,16.044,30.0,0.4285714285714286,6,Late,2017,October,21,Low Sales,True
1106,US-2017-110156,2017-11-19,2017-11-24,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Houston,Texas,77041,Central,OFF-ST-10000642,Office Supplies,Storage,"Tennsco Lockers, Gray",100.704,30.211199999999998,70.49279999999999,30.0,0.4285714285714286,5,Standard,2017,November,19,Medium Sales,True
1107,US-2017-110156,2017-11-19,2017-11-24,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Houston,Texas,77041,Central,FUR-FU-10000206,Furniture,Furnishings,"Ge General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",2.328,0.6983999999999999,1.6296,30.0,0.42857142857142855,5,Standard,2017,November,19,Low Sales,True
1108,US-2017-110156,2017-11-19,2017-11-24,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Houston,Texas,77041,Central,OFF-BI-10003676,Office Supplies,Binders,"Gbc Standard Recycled Report Covers, Clear Plastic Sheets",10.78,3.2339999999999995,7.545999999999999,30.0,0.42857142857142855,5,Standard,2017,November,19,Low Sales,True
1109,US-2017-110156,2017-11-19,2017-11-24,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Houston,Texas,77041,Central,OFF-FA-10003495,Office Supplies,Fasteners,Staples,58.368,17.5104,40.857600000000005,30.0,0.42857142857142855,5,Standard,2017,November,19,Low Sales,True
1110,US-2017-110156,2017-11-19,2017-11-24,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Houston,Texas,77041,Central,OFF-EN-10003798,Office Supplies,Envelopes,"Recycled Interoffice Envelopes With Re-Use-A-Seal Closure, 10 X 13",40.968,12.2904,28.677600000000005,30.0,0.4285714285714285,5,Standard,2017,November,19,Low Sales,True
1111,US-2017-110156,2017-11-19,2017-11-24,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Houston,Texas,77041,Central,TEC-PH-10003589,Technology,Phones,Invisibleshield By Zagg Smudge-Free Screen Protector,71.96,21.587999999999997,50.372,30.0,0.42857142857142855,5,Standard,2017,November,19,Low Sales,True
1112,US-2017-110156,2017-11-19,2017-11-24,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Houston,Texas,77041,Central,OFF-PA-10004735,Office Supplies,Paper,Xerox 1905,10.368,3.1104,7.2576,30.0,0.42857142857142855,5,Standard,2017,November,19,Low Sales,True
1113,US-2017-110156,2017-11-19,2017-11-24,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Houston,Texas,77041,Central,OFF-BI-10002609,Office Supplies,Binders,Avery Hidden Tab Dividers For Binding Systems,1.192,0.3576,0.8344,30.0,0.42857142857142855,5,Standard,2017,November,19,Low Sales,True
1114,CA-2018-140585,2018-12-18,2018-12-23,Second Class,RA-19915,Russell Applegate,Consumer,United States,Encinitas,California,92024,West,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,46.672,14.001599999999998,32.6704,30.0,0.4285714285714285,5,Standard,2018,December,18,Low Sales,True
1115,CA-2018-140585,2018-12-18,2018-12-23,Second Class,RA-19915,Russell Applegate,Consumer,United States,Encinitas,California,92024,West,FUR-BO-10002206,Furniture,Bookcases,"Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order",119.833,35.9499,83.8831,30.0,0.42857142857142855,5,Standard,2018,December,18,Medium Sales,True
1116,CA-2018-140585,2018-12-18,2018-12-23,Second Class,RA-19915,Russell Applegate,Consumer,United States,Encinitas,California,92024,West,TEC-AC-10003610,Technology,Accessories,Logitech Illuminated - Keyboard,119.98,35.994,83.986,30.0,0.42857142857142855,5,Standard,2018,December,18,Medium Sales,True
1117,CA-2017-144855,2017-07-22,2017-07-24,Second Class,DL-13495,Dionis Lloyd,Corporate,United States,San Francisco,California,94110,West,OFF-LA-10003766,Office Supplies,Labels,Self-Adhesive Removable Labels,6.3,1.89,4.41,30.0,0.42857142857142855,2,Express,2017,July,22,Low Sales,True
1118,CA-2016-142755,2016-09-04,2016-09-08,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,30076,South,OFF-PA-10001970,Office Supplies,Paper,Xerox 1908,279.9,83.96999999999998,195.93,30.0,0.4285714285714285,4,Standard,2016,September,4,Medium Sales,True
1119,CA-2016-142755,2016-09-04,2016-09-08,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,30076,South,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,619.95,185.985,433.96500000000003,30.0,0.42857142857142855,4,Standard,2016,September,4,Medium Sales,True
1120,CA-2016-142755,2016-09-04,2016-09-08,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,30076,South,OFF-PA-10000141,Office Supplies,Paper,"Ampad Evidence Wirebond Steno Books, 6"" X 9""",4.36,1.308,3.0520000000000005,30.0,0.4285714285714285,4,Standard,2016,September,4,Low Sales,True
1121,CA-2016-142755,2016-09-04,2016-09-08,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,30076,South,OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,15.28,4.584,10.696,30.0,0.42857142857142855,4,Standard,2016,September,4,Low Sales,True
1122,US-2015-147627,2015-01-20,2015-01-26,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,TEC-PH-10001061,Technology,Phones,Apple Iphone 5C,699.93,209.97899999999998,489.95099999999996,30.0,0.42857142857142855,6,Late,2015,January,20,Medium Sales,True
1123,US-2015-147627,2015-01-20,2015-01-26,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,OFF-AR-10002375,Office Supplies,Art,Newell 351,22.96,6.888,16.072000000000003,30.0,0.4285714285714285,6,Late,2015,January,20,Low Sales,True
1124,US-2015-147627,2015-01-20,2015-01-26,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",38.6,11.58,27.020000000000003,30.0,0.42857142857142855,6,Late,2015,January,20,Low Sales,True
1125,US-2015-147627,2015-01-20,2015-01-26,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,OFF-AR-10003811,Office Supplies,Art,Newell 327,6.63,1.9889999999999999,4.641,30.0,0.42857142857142855,6,Late,2015,January,20,Low Sales,True
1126,US-2015-147627,2015-01-20,2015-01-26,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,OFF-EN-10001539,Office Supplies,Envelopes,Staple Envelope,23.34,7.002,16.338,30.0,0.42857142857142855,6,Late,2015,January,20,Low Sales,True
1127,US-2015-147627,2015-01-20,2015-01-26,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs With Adjustable Arms,1067.94,320.382,747.558,30.0,0.4285714285714286,6,Late,2015,January,20,High Sales,True
1128,CA-2016-105970,2016-03-02,2016-03-07,Standard Class,PA-19060,Pete Armstrong,Home Office,United States,Richmond,Indiana,47374,Central,OFF-AR-10003156,Office Supplies,Art,50 Colored Long Pencils,10.16,3.048,7.112,30.0,0.42857142857142855,5,Standard,2016,March,2,Low Sales,True
1129,CA-2016-105970,2016-03-02,2016-03-07,Standard Class,PA-19060,Pete Armstrong,Home Office,United States,Richmond,Indiana,47374,Central,OFF-EN-10001532,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,101.88,30.563999999999997,71.316,30.0,0.4285714285714285,5,Standard,2016,March,2,Medium Sales,True
1130,CA-2017-112102,2017-04-12,2017-04-16,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,Springfield,Virginia,22153,South,FUR-TA-10004086,Furniture,Tables,Ki Adjustable-Height Table,343.92,103.176,240.74400000000003,30.0,0.42857142857142855,4,Standard,2017,April,12,Medium Sales,True
1131,CA-2017-112102,2017-04-12,2017-04-16,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,Springfield,Virginia,22153,South,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,40.99,12.297,28.693,30.0,0.42857142857142855,4,Standard,2017,April,12,Low Sales,True
1132,CA-2017-112102,2017-04-12,2017-04-16,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,Springfield,Virginia,22153,South,OFF-EN-10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,63.9,19.169999999999998,44.730000000000004,30.0,0.4285714285714285,4,Standard,2017,April,12,Low Sales,True
1133,US-2017-114776,2017-12-06,2017-12-07,First Class,GG-14650,Greg Guthrie,Corporate,United States,Antioch,California,94509,West,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,19.44,5.832,13.608,30.0,0.42857142857142855,1,Express,2017,December,6,Low Sales,True
1134,US-2017-134908,2017-06-05,2017-06-09,Standard Class,JS-15940,Joni Sundaresam,Home Office,United States,Philadelphia,Pennsylvania,19134,East,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base For Stackable Storage Shelf, Platinum",124.608,37.3824,87.22560000000001,30.0,0.4285714285714285,4,Standard,2017,June,5,Medium Sales,True
1135,US-2017-134908,2017-06-05,2017-06-09,Standard Class,JS-15940,Joni Sundaresam,Home Office,United States,Philadelphia,Pennsylvania,19134,East,OFF-LA-10000973,Office Supplies,Labels,Avery 502,7.56,2.268,5.292,30.0,0.42857142857142855,4,Standard,2017,June,5,Low Sales,True
1136,US-2017-148803,2017-12-11,2017-12-11,Same Day,LR-16915,Lena Radford,Consumer,United States,Homestead,Florida,33030,South,OFF-ST-10001476,Office Supplies,Storage,Steel Personal Filing/Posting Tote,85.224,25.5672,59.656800000000004,30.0,0.42857142857142855,0,Express,2017,December,11,Low Sales,True
1137,CA-2017-152170,2017-11-12,2017-11-15,Second Class,FH-14275,Frank Hawley,Corporate,United States,La Porte,Indiana,46350,Central,OFF-EN-10002831,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",287.52,86.25599999999999,201.264,30.0,0.4285714285714285,3,Standard,2017,November,12,Medium Sales,True
1138,CA-2017-152170,2017-11-12,2017-11-15,Second Class,FH-14275,Frank Hawley,Corporate,United States,La Porte,Indiana,46350,Central,OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet Surgemaster Surge Protector,37.68,11.304,26.375999999999998,30.0,0.4285714285714286,3,Standard,2017,November,12,Low Sales,True
1139,CA-2017-152170,2017-11-12,2017-11-15,Second Class,FH-14275,Frank Hawley,Corporate,United States,La Porte,Indiana,46350,Central,OFF-PA-10001763,Office Supplies,Paper,Xerox 1896,19.98,5.994,13.986,30.0,0.42857142857142855,3,Standard,2017,November,12,Low Sales,True
1140,CA-2017-152170,2017-11-12,2017-11-15,Second Class,FH-14275,Frank Hawley,Corporate,United States,La Porte,Indiana,46350,Central,OFF-AR-10003394,Office Supplies,Art,Newell 332,20.58,6.1739999999999995,14.405999999999999,30.0,0.42857142857142855,3,Standard,2017,November,12,Low Sales,True
1141,CA-2017-152170,2017-11-12,2017-11-15,Second Class,FH-14275,Frank Hawley,Corporate,United States,La Porte,Indiana,46350,Central,OFF-BI-10002072,Office Supplies,Binders,Cardinal Slant-D Ring Binders,17.38,5.2139999999999995,12.166,30.0,0.4285714285714285,3,Standard,2017,November,12,Low Sales,True
1142,CA-2015-146969,2015-09-29,2015-10-03,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,90045,West,FUR-FU-10004188,Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps,204.6,61.379999999999995,143.22,30.0,0.42857142857142855,4,Standard,2015,September,29,Medium Sales,True
1143,CA-2015-146969,2015-09-29,2015-10-03,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,90045,West,OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins,8.72,2.616,6.104000000000001,30.0,0.4285714285714285,4,Standard,2015,September,29,Low Sales,True
1144,CA-2015-146969,2015-09-29,2015-10-03,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,90045,West,OFF-PA-10002105,Office Supplies,Paper,Xerox 223,6.48,1.944,4.5360000000000005,30.0,0.4285714285714285,4,Standard,2015,September,29,Low Sales,True
1145,CA-2015-146969,2015-09-29,2015-10-03,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,90045,West,TEC-MA-10004241,Technology,Machines,Star Micronics Tsp800 Tsp847Iiu Receipt Printer,686.32,205.89600000000002,480.42400000000004,30.0,0.42857142857142855,4,Standard,2015,September,29,Medium Sales,True
1146,CA-2015-146969,2015-09-29,2015-10-03,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,90045,West,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",62.18,18.654,43.525999999999996,30.0,0.4285714285714286,4,Standard,2015,September,29,Low Sales,True
1147,CA-2016-112452,2016-04-04,2016-04-04,Same Day,NC-18340,Nat Carroll,Consumer,United States,Lansing,Michigan,48911,Central,OFF-AP-10003849,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,644.076,193.2228,450.8532,30.0,0.42857142857142855,0,Express,2016,April,4,Medium Sales,True
1148,CA-2016-112452,2016-04-04,2016-04-04,Same Day,NC-18340,Nat Carroll,Consumer,United States,Lansing,Michigan,48911,Central,OFF-FA-10000735,Office Supplies,Fasteners,Staples,5.84,1.752,4.088,30.0,0.42857142857142855,0,Express,2016,April,4,Low Sales,True
1149,CA-2016-112452,2016-04-04,2016-04-04,Same Day,NC-18340,Nat Carroll,Consumer,United States,Lansing,Michigan,48911,Central,OFF-BI-10003350,Office Supplies,Binders,Acco Expandable Hanging Binders,12.76,3.828,8.932,30.0,0.42857142857142855,0,Express,2016,April,4,Low Sales,True
1150,CA-2016-112452,2016-04-04,2016-04-04,Same Day,NC-18340,Nat Carroll,Consumer,United States,Lansing,Michigan,48911,Central,TEC-PH-10000307,Technology,Phones,Shocksock Galaxy S4 Armband,10.95,3.2849999999999997,7.664999999999999,30.0,0.4285714285714286,0,Express,2016,April,4,Low Sales,True
1151,CA-2016-112452,2016-04-04,2016-04-04,Same Day,NC-18340,Nat Carroll,Consumer,United States,Lansing,Michigan,48911,Central,TEC-CO-10004202,Technology,Copiers,Brother Dcp1000 Digital 3 In 1 Multifunction Machine,599.98,179.994,419.986,30.0,0.4285714285714286,0,Express,2016,April,4,Medium Sales,True
1152,CA-2016-113971,2016-05-08,2016-05-14,Standard Class,CB-12535,Claudia Bergmann,Corporate,United States,Cuyahoga Falls,Ohio,44221,East,FUR-FU-10001852,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",8.352,2.5056,5.846400000000001,30.0,0.4285714285714285,6,Late,2016,May,8,Low Sales,True
1153,CA-2017-160395,2017-12-31,2018-01-06,Standard Class,KL-16555,Kelly Lampkin,Corporate,United States,Reno,Nevada,89502,West,OFF-AR-10003759,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",3.64,1.092,2.548,30.0,0.4285714285714286,6,Late,2017,December,31,Low Sales,True
1154,CA-2017-160395,2017-12-31,2018-01-06,Standard Class,KL-16555,Kelly Lampkin,Corporate,United States,Reno,Nevada,89502,West,OFF-BI-10003984,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',159.768,47.9304,111.83760000000001,30.0,0.42857142857142855,6,Late,2017,December,31,Medium Sales,True
1155,CA-2015-136567,2015-12-20,2015-12-21,First Class,PS-19045,Penelope Sewall,Home Office,United States,Harrisonburg,Virginia,22801,South,OFF-ST-10004337,Office Supplies,Storage,"Safco Commercial Wire Shelving, 72H",122.48,36.744,85.736,30.0,0.42857142857142855,1,Express,2015,December,20,Medium Sales,True
1156,CA-2015-136567,2015-12-20,2015-12-21,First Class,PS-19045,Penelope Sewall,Home Office,United States,Harrisonburg,Virginia,22801,South,FUR-TA-10001932,Furniture,Tables,"Chromcraft 48"" X 96"" Racetrack Double Pedestal Table",2244.48,673.3439999999999,1571.136,30.0,0.42857142857142855,1,Express,2015,December,20,High Sales,True
1157,CA-2015-136567,2015-12-20,2015-12-21,First Class,PS-19045,Penelope Sewall,Home Office,United States,Harrisonburg,Virginia,22801,South,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,62.31,18.693,43.617000000000004,30.0,0.42857142857142855,1,Express,2015,December,20,Low Sales,True
1158,CA-2015-136567,2015-12-20,2015-12-21,First Class,PS-19045,Penelope Sewall,Home Office,United States,Harrisonburg,Virginia,22801,South,FUR-TA-10000617,Furniture,Tables,"Hon Practical Foundations 30 X 60 Training Table, Light Gray/Charcoal",455.1,136.53,318.57000000000005,30.0,0.4285714285714285,1,Express,2015,December,20,Medium Sales,True
1159,CA-2017-149314,2017-07-02,2017-07-07,Second Class,GB-14530,George Bell,Corporate,United States,Los Angeles,California,90004,West,FUR-CH-10002126,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,195.184,58.5552,136.6288,30.0,0.42857142857142855,5,Standard,2017,July,2,Medium Sales,True
1160,CA-2018-147039,2018-06-29,2018-07-04,Standard Class,AA-10315,Alex Avila,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-AP-10000576,Office Supplies,Appliances,"Belkin 325Va Ups Surge Protector, 6'",362.94,108.88199999999999,254.058,30.0,0.42857142857142855,5,Standard,2018,June,29,Medium Sales,True
1161,CA-2018-147039,2018-06-29,2018-07-04,Standard Class,AA-10315,Alex Avila,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,11.54,3.4619999999999997,8.078,30.0,0.42857142857142855,5,Standard,2018,June,29,Low Sales,True
1162,CA-2015-126522,2015-09-01,2015-09-05,Second Class,LT-16765,Larry Tron,Consumer,United States,Escondido,California,92025,West,OFF-AR-10004042,Office Supplies,Art,"Boston Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",53.94,16.182,37.757999999999996,30.0,0.4285714285714286,4,Standard,2015,September,1,Low Sales,True
1163,CA-2015-127964,2015-03-03,2015-03-08,Standard Class,AP-10720,Anne Pryor,Home Office,United States,New York City,New York,10035,East,TEC-PH-10004700,Technology,Phones,Powergen Dual Usb Car Charger,9.99,2.997,6.993,30.0,0.42857142857142855,5,Standard,2015,March,3,Low Sales,True
1164,CA-2015-127964,2015-03-03,2015-03-08,Standard Class,AP-10720,Anne Pryor,Home Office,United States,New York City,New York,10035,East,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,125.76,37.728,88.03200000000001,30.0,0.42857142857142855,5,Standard,2015,March,3,Medium Sales,True
1165,CA-2015-127964,2015-03-03,2015-03-08,Standard Class,AP-10720,Anne Pryor,Home Office,United States,New York City,New York,10035,East,OFF-BI-10003429,Office Supplies,Binders,"Cardinal Holdit! Binder Insert Strips,Extra Strips",25.32,7.596,17.724,30.0,0.42857142857142855,5,Standard,2015,March,3,Low Sales,True
1166,CA-2015-117709,2015-05-04,2015-05-08,Standard Class,PM-18940,Paul Macintyre,Consumer,United States,Jackson,Michigan,49201,Central,OFF-BI-10001294,Office Supplies,Binders,Fellowes Binding Cases,46.8,14.04,32.76,30.0,0.42857142857142855,4,Standard,2015,May,4,Low Sales,True
1167,CA-2016-125416,2016-11-02,2016-11-02,Same Day,KC-16540,Kelly Collister,Consumer,United States,Seattle,Washington,98115,West,TEC-AC-10001552,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,447.93,134.379,313.55100000000004,30.0,0.4285714285714285,0,Express,2016,November,2,Medium Sales,True
1168,CA-2018-145226,2018-12-08,2018-12-10,Second Class,DL-13315,Delfina Latchford,Consumer,United States,New York City,New York,10035,East,FUR-FU-10004952,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder W/Velcro Back, 8-1/2X11, 25/Bx",109.48,32.844,76.636,30.0,0.4285714285714286,2,Express,2018,December,8,Medium Sales,True
1169,CA-2018-145226,2018-12-08,2018-12-10,Second Class,DL-13315,Delfina Latchford,Consumer,United States,New York City,New York,10035,East,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,272.94,81.88199999999999,191.058,30.0,0.42857142857142855,2,Express,2018,December,8,Medium Sales,True
1170,CA-2018-145226,2018-12-08,2018-12-10,Second Class,DL-13315,Delfina Latchford,Consumer,United States,New York City,New York,10035,East,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,19.44,5.832,13.608,30.0,0.42857142857142855,2,Express,2018,December,8,Low Sales,True
1171,CA-2018-145226,2018-12-08,2018-12-10,Second Class,DL-13315,Delfina Latchford,Consumer,United States,New York City,New York,10035,East,OFF-ST-10002352,Office Supplies,Storage,Iris Project Case,31.92,9.576,22.344,30.0,0.42857142857142855,2,Express,2018,December,8,Low Sales,True
1172,US-2015-100279,2015-03-10,2015-03-14,Standard Class,SW-20275,Scott Williamson,Consumer,United States,Royal Oak,Michigan,48073,Central,OFF-PA-10002259,Office Supplies,Paper,"Geographics Note Cards, Blank, White, 8 1/2"" X 11""",22.38,6.7139999999999995,15.666,30.0,0.42857142857142855,4,Standard,2015,March,10,Low Sales,True
1173,CA-2015-158064,2015-04-21,2015-04-25,Standard Class,AA-10375,Allen Armold,Consumer,United States,Los Angeles,California,90008,West,OFF-BI-10002976,Office Supplies,Binders,Accohide Binder By Acco,16.52,4.9559999999999995,11.564,30.0,0.42857142857142855,4,Standard,2015,April,21,Low Sales,True
1174,US-2016-104430,2016-10-22,2016-10-26,Standard Class,LT-17110,Liz Thompson,Consumer,United States,Bloomington,Illinois,61701,Central,OFF-BI-10000301,Office Supplies,Binders,Gbc Instant Report Kit,5.176,1.5528,3.6232,30.0,0.42857142857142855,4,Standard,2016,October,22,Low Sales,True
1175,CA-2016-132080,2016-08-22,2016-08-25,First Class,DP-13105,Dave Poirier,Corporate,United States,New York City,New York,10035,East,OFF-BI-10003694,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",50.112,15.0336,35.0784,30.0,0.42857142857142855,3,Standard,2016,August,22,Low Sales,True
1176,CA-2017-161207,2017-08-29,2017-09-03,Standard Class,AB-10060,Adam Bellavance,Home Office,United States,Concord,New Hampshire,3301,East,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors With Black Enamel Handles,27.93,8.379,19.551000000000002,30.0,0.4285714285714285,5,Standard,2017,August,29,Low Sales,True
1177,CA-2015-120243,2015-12-27,2015-12-30,Second Class,AT-10435,Alyssa Tate,Home Office,United States,Los Angeles,California,90004,West,OFF-LA-10004425,Office Supplies,Labels,Staple-On Labels,11.56,3.468,8.092,30.0,0.42857142857142855,3,Standard,2015,December,27,Low Sales,True
1178,CA-2017-113621,2017-12-01,2017-12-05,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Rockville,Maryland,20852,East,FUR-CH-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair,172.5,51.75,120.75,30.0,0.42857142857142855,4,Standard,2017,December,1,Medium Sales,True
1179,CA-2017-113621,2017-12-01,2017-12-05,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Rockville,Maryland,20852,East,TEC-PH-10003931,Technology,Phones,Jbl Micro Wireless Portable Bluetooth Speaker,179.97,53.991,125.979,30.0,0.42857142857142855,4,Standard,2017,December,1,Medium Sales,True
1180,CA-2017-168081,2017-04-24,2017-04-27,Second Class,CA-12055,Cathy Armstrong,Home Office,United States,Houston,Texas,77070,Central,TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,258.696,77.6088,181.08720000000002,30.0,0.42857142857142855,3,Standard,2017,April,24,Medium Sales,True
1181,CA-2015-128146,2015-06-21,2015-06-25,Standard Class,DB-13060,Dave Brooks,Consumer,United States,Lakewood,New Jersey,8701,East,TEC-PH-10004539,Technology,Phones,Wireless Extenders Zboost Yx545 Soho Signal Booster,1322.93,396.879,926.051,30.0,0.42857142857142855,4,Standard,2015,June,21,High Sales,True
1182,CA-2015-128146,2015-06-21,2015-06-25,Standard Class,DB-13060,Dave Brooks,Consumer,United States,Lakewood,New Jersey,8701,East,OFF-AR-10001919,Office Supplies,Art,"Oic #2 Pencils, Medium Soft",3.76,1.128,2.6319999999999997,30.0,0.4285714285714286,4,Standard,2015,June,21,Low Sales,True
1183,CA-2018-138779,2018-01-14,2018-01-15,First Class,RB-19570,Rob Beeghly,Consumer,United States,Jacksonville,North Carolina,28540,South,OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",21.744,6.5232,15.2208,30.0,0.42857142857142855,1,Express,2018,January,14,Low Sales,True
1184,CA-2018-138779,2018-01-14,2018-01-15,First Class,RB-19570,Rob Beeghly,Consumer,United States,Jacksonville,North Carolina,28540,South,TEC-PH-10003655,Technology,Phones,Sannysis Cute Owl Design Soft Skin Case Cover For Samsung Galaxy S4,7.92,2.376,5.5440000000000005,30.0,0.4285714285714285,1,Express,2018,January,14,Low Sales,True
1185,CA-2015-127131,2015-11-24,2015-11-30,Standard Class,HR-14830,Harold Ryan,Corporate,United States,Seattle,Washington,98103,West,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,12.096,3.6288,8.4672,30.0,0.42857142857142855,6,Late,2015,November,24,Low Sales,True
1186,CA-2015-127131,2015-11-24,2015-11-30,Standard Class,HR-14830,Harold Ryan,Corporate,United States,Seattle,Washington,98103,West,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",485.88,145.76399999999998,340.116,30.0,0.42857142857142855,6,Late,2015,November,24,Medium Sales,True
1187,CA-2015-127131,2015-11-24,2015-11-30,Standard Class,HR-14830,Harold Ryan,Corporate,United States,Seattle,Washington,98103,West,OFF-PA-10001800,Office Supplies,Paper,Xerox 220,25.92,7.776,18.144000000000002,30.0,0.4285714285714285,6,Late,2015,November,24,Low Sales,True
1188,CA-2015-127131,2015-11-24,2015-11-30,Standard Class,HR-14830,Harold Ryan,Corporate,United States,Seattle,Washington,98103,West,OFF-ST-10000036,Office Supplies,Storage,"Recycled Data-Pak For Archival Bound Computer Printouts, 12-1/2 X 12-1/2 X 16",197.58,59.274,138.306,30.0,0.42857142857142855,6,Late,2015,November,24,Medium Sales,True
1189,CA-2018-117212,2018-02-26,2018-02-28,Second Class,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,California,90036,West,OFF-AP-10004532,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,81.92,24.576,57.344,30.0,0.42857142857142855,2,Express,2018,February,26,Low Sales,True
1190,CA-2018-117212,2018-02-26,2018-02-28,Second Class,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,California,90036,West,TEC-PH-10004447,Technology,Phones,Toshiba Ipt2010-Sd Ip Telephone,889.536,266.8608,622.6751999999999,30.0,0.4285714285714286,2,Express,2018,February,26,Medium Sales,True
